Subcode,Branch code,Eff_from,SubjectName,Category,Sem /Year,L.,T.,P.,TW/SL,Total,E,M,I,V,Total.1,gtuSyllabusURL
3320603,6,Sep-12, Civil Engineering Workshop Practice,Compulsory,2,0,0,4,,4,0,0,60,40,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3320603.pdf
3990001,6,Sep-12, Contributor Personality Development,Elective,2,4,0,0,,4,70,30,30,20,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3990001.pdf
4300003,6,Feb-22, Environment and Sustainability,General Science,2,3,0,0,,3,70,30,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4300003.pdf
4300008,6,Feb-22, Engineering Mechanics,Engineering Sciences,2,3,0,2,,4,70,30,25,25,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4300008.pdf
4300009,6,Feb-22, Applied Chemistry,Basic Sciences,2,3,0,2,,4,70,30,25,25,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4300009.pdf
4300016,6,Feb-22, Indian Constitution,Audit,2,2,0,0,,0,0,0,50,0,50,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4300016.pdf
4300017,6,Feb-22, Basics of Mechanical Engineering,Engineering Sciences,2,0,2,2,,3,0,0,25,25,50,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4300017.pdf
4320001,6,Feb-22, Applied Mathematics,Basic Sciences,2,3,1,0,,4,70,30,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4320001.pdf
4320601,6,Feb-22, Civil Engineering Drawing,Program Core,2,2,0,4,,4,70,30,25,25,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4320601.pdf
C300008,6,07/01/13, Applied Mechanics,Compulsory,2,3,0,2,,5,70,30,30,20,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/C300008.pdf
C300009,6,07/01/13, APPLIED CHEMISTRY ( GROUP-1 ),Compulsory,2,3,0,2,,5,70,30,30,20,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/C300009.pdf
C320003,6,07/01/13, ADVANCED MATHEMATICS(GROUP-2),Compulsory,2,2,2,0,,4,70,30,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/C320003.pdf
C4300003,6,Aug-22, Environment and Sustainability,General Science,2,3,0,0,,3,70,30,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/C4300003.pdf
C4300008,6,Aug-22, Engineering Mechanics,Engineering Sciences,2,3,0,2,,4,70,30,25,25,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/C4300008.pdf
C4300009,6,Aug-22, Applied Chemistry,Basic Sciences,2,3,0,2,,4,70,30,25,25,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/C4300009.pdf
C4300016,6,Aug-22, Indian Constitution,Audit,2,2,0,0,,0,0,0,50,0,50,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/C4300016.pdf
C4300017,6,Aug-22, Basics of Mechanical Engineering,Engineering Sciences,2,0,2,2,,3,0,0,25,25,50,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/C4300017.pdf
C4320001,6,Aug-22, Applied Mathematics,Basic Sciences,2,3,1,0,,4,70,30,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/C4320001.pdf
C4320601,6,Aug-22, Civil Engineering Drawing,Program Core,2,2,0,4,,4,70,30,25,25,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/C4320601.pdf
330601,6,Aug-11, Surveying - I,,3,3,0,0,,3,70,30,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/330601.pdf
330603,6,Aug-11, Mechanics of Structure - I,,3,2,0,2,,4,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/330603.pdf
330604,6,Aug-11, Construction Technology,,3,0,3,20,,6,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/330604.pdf
330605,6,Aug-11, Materials Technology,,3,3,0,2,,5,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/330605.pdf
330606,6,Aug-11, Surveying Practices - I,,3,0,0,4,,4,0,0,100,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/330606.pdf
3330601,6,Sep-12, Building Materials,,3,3,0,2,,5,70,30,30,20,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3330601.pdf
3330602,6,Sep-12, Construction Technology,,3,3,0,2,,5,70,30,30,20,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3330602.pdf
3330603,6,Sep-12, Hydraulics,,3,3,1,2,,6,70,30,30,20,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3330603.pdf
3330604,6,Sep-12, Structural Mechanics,,3,4,1,2,,7,70,30,30,20,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3330604.pdf
3330605,6,Sep-12, Surveying,,3,3,0,6,,9,70,30,90,60,250,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3330605.pdf
4330001,6,Aug-22, Summer Internship-I,Summer Internship-1(2 Weeks) after sem-2,3,0,0,2,,1,0,0,25,25,50,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4330001.pdf
4330601,6,Aug-22, Surveying,Program Core,3,3,0,4,,5,70,30,25,25,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4330601.pdf
4330602,6,Aug-22, Mechanics of Structures,Program Core,3,3,0,2,,4,70,30,25,25,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4330602.pdf
4330603,6,Aug-22, Construction Materials & Technology,Program Core,3,3,0,2,,4,70,30,25,25,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4330603.pdf
4330604,6,Aug-22, Hydraulics,Program Core,3,3,0,2,,4,70,30,25,25,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4330604.pdf
4330605,6,Aug-22, Computer Aided Drafting,Program Core,3,0,0,4,,2,0,0,25,25,50,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4330605.pdf
3340601,6,Sep-12, STRUCTURAL MECHANICS-II,Compulsory,4,3,0,2,,5,70,30,30,20,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3340601.pdf
3340602,6,Sep-12, Advanced Surveying,Compulsory,4,3,0,6,,9,70,30,90,60,250,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3340602.pdf
3340603,6,Sep-12, Basic Transportation Engineering,Compulsory,4,3,0,2,,5,70,30,30,20,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3340603.pdf
3340604,6,Sep-12, Water Resources Management,Compulsory,4,3,0,2,,5,70,30,30,20,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3340604.pdf
3340605,6,Sep-12, Soil Mechanics,Compulsory,4,3,0,2,,5,70,30,30,20,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3340605.pdf
3340606,6,Sep-12, Computer Aided Drawing,Compulsory,4,0,0,4,,4,0,0,60,40,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3340606.pdf
340001,6,2011-12, Entrepreneurship Development,Compulsory,4,3,0,0,,3,70,30,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/340001.pdf
340601,6,Aug-11, Mechanics of Structure - II,Compulsory,4,2,0,2,,4,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/340601.pdf
340602,6,Aug-11, Surveying - II,Compulsory,4,2,0,0,,2,70,30,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/340602.pdf
340603,6,Aug-11, Soil Engineering,Compulsory,4,2,0,2,,4,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/340603.pdf
340604,6,Aug-11, Transportation Engineering,Compulsory,4,4,0,2,,6,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/340604.pdf
340605,6,Aug-11, Irrigation Engineering,Compulsory,4,4,0,0,,4,70,30,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/340605.pdf
340605N,6,Aug-11, Irrigation Engineering,Compulsory,4,4,0,0,,4,70,30,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/340605N.pdf
340607,6,Aug-11, Surveying Practice - II,Compulsory,4,0,0,4,,4,0,0,100,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/340607.pdf
4340001,6,Mar-23, Essence of Indian Knowledge and Tradition,Elective(Any one),4,2,0,0,,2,70,30,25,25,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4340001.pdf
4340002,6,Mar-23, Contributor Personality Development,Elective(Any one),4,2,0,0,,2,70,30,25,25,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4340002.pdf
4340003,6,Mar-23, Integrated Personality Development Course,Elective(Any one),4,2,0,0,,2,70,30,25,25,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4340003.pdf
4340601,6,Mar-23, Advanced Surveying,Compulsory,4,3,0,4,,5,70,30,25,25,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4340601.pdf
4340602,6,Mar-23, Soil Engineering,Compulsory,4,3,0,2,,4,70,30,25,25,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4340602.pdf
4340603,6,Mar-23," Estimating, Costing and Valuation",Compulsory,4,3,0,4,,5,70,30,25,25,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4340603.pdf
4340604,6,Mar-23, Basic Transportation Engineering,Compulsory,4,3,0,2,,4,70,30,25,25,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4340604.pdf
noc25_ce60,6,Jan-25, Traffic Engineering,PEC-02(MOOC),4,4,0,0,,4,100,0,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/noc25_ce60.pdf
noc25_ce63,6,Jan-25, Water and waste water treatment,PEC-01(MOOC),4,4,0,0,,4,100,0,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/noc25_ce63.pdf
noc25_cs50,6,Jan-25," Machine Learning, ML",MOPEC-01(MOOC),4,3,0,0,,3,100,0,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/noc25_cs50.pdf
ntr24_ed42,6,Jul-24, Graphics and Animation Development,MOPEC-01(MOOC),4,3,0,0,,3,100,0,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/ntr24_ed42.pdf
ntr24_ed51,6,Jul-24, Entrepreneurship Development,MOPEC-01(MOOC),4,3,0,0,,3,100,0,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/ntr24_ed51.pdf
2350601,6,Aug-11, Design of Concrete Structure,,5,2,0,0,,2,70,30,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/2350601.pdf
2350602,6,Aug-11, Quantity Survey And Valuation,,5,2,0,0,,2,70,30,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/2350602.pdf
2350603,6,Aug-11, Construction Works Management,,5,2,0,2,,4,70,30,20,30,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/2350603.pdf
2350604,6,Aug-11, Water Supply And Sanitary Engineering,,5,2,0,2,,4,70,30,20,30,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/2350604.pdf
2350605,6,Aug-11, Quality Control And Monitoring,,5,3,0,2,,5,70,30,20,30,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/2350605.pdf
2350606,6,Aug-11, Water Resource Management,,5,3,0,0,,3,70,30,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/2350606.pdf
2350607,6,Aug-11, Quantity Survey And Valuation Practice,,5,0,0,2,,2,0,0,20,80,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/2350607.pdf
2350608,6,Aug-11, Practices of Design of Concrete Structure,,5,0,0,2,,2,0,0,20,80,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/2350608.pdf
2350609,6,Aug-11, Water Resource Management practice,,5,0,0,2,,2,0,0,20,80,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/2350609.pdf
2350610,6,Aug-11, Project - I,,5,0,0,4,,4,0,0,50,100,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/2350610.pdf
3350601,6,Sep-12, Design Of Steel Structure,,5,3,0,4,,7,70,30,60,40,200,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3350601.pdf
3350602,6,Sep-12, Concrete Technology,,5,3,0,2,,5,70,30,30,20,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3350602.pdf
3350603,6,Sep-12, Water Supply & Sanitary Engineering,,5,3,0,2,,5,70,30,30,20,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3350603.pdf
3350604,6,Sep-12," Estimating , Costing & Valuation",,5,3,0,4,,7,70,30,60,40,200,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3350604.pdf
3350605,6,Sep-12, Advance Construction Technology,,5,3,0,2,,5,70,30,30,20,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3350605.pdf
3350606,6,Sep-12, Highway Engineering,,5,3,0,2,,5,70,30,30,20,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3350606.pdf
3350607,6,Sep-12, Irrigation Engineering,,5,3,0,2,,5,70,30,30,20,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3350607.pdf
3350608,6,Sep-12, Environmental Engineering &pollution Control,,5,3,0,2,,5,70,30,30,20,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3350608.pdf
3350609,6,Sep-12, PROJECT-I,,5,0,0,4,,4,0,0,60,40,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3350609.pdf
350601,6,Aug-11, Design of Concrete Structure,,5,2,0,0,,2,70,30,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/350601.pdf
350602,6,Aug-11, Quantity Survey And Valuation,,5,2,0,0,,2,70,30,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/350602.pdf
350603,6,Aug-11, Construction Works Management,,5,2,0,2,,4,70,30,20,30,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/350603.pdf
350604,6,Aug-11, Water Supply And Sanitary Engineering,,5,2,0,2,,4,70,30,20,30,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/350604.pdf
350605,6,Aug-11, Quality Control And Monitoring,,5,3,0,2,,5,70,30,20,30,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/350605.pdf
350606,6,Aug-11, Water Resource Management,,5,3,0,0,,3,70,30,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/350606.pdf
350607,6,Aug-11, Quantity Survey And Valuation Practice,,5,0,0,4,,4,0,0,20,80,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/350607.pdf
350608,6,Aug-11, Practices of Design of Concrete Structure,,5,0,0,4,,4,0,0,20,80,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/350608.pdf
4300021,6,Jul-23, Entrepreneurship and Start-ups,compulsory,5,3,0,0,,3,70,30,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4300021.pdf
4350601,6,Jul-23, Concrete Technology,compulsory,5,3,0,2,,4,70,30,25,25,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4350601.pdf
4350602,6,Jul-23, Water Resource Engineering,compulsory,5,3,0,2,,4,70,30,25,25,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4350602.pdf
4350603,6,Jul-23, Civil Engineering Project-I,compulsory,5,0,0,4,,2,0,0,50,50,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4350603.pdf
4350604,6,Jul-23, Summer Internship-II,compulsory,5,0,0,6,,3,0,0,50,50,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4350604.pdf
4350605,6,Jul-23, Advance Construction Technology,Group1:Elective(Any one),5,3,0,2,,4,70,30,25,25,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4350605.pdf
4350606,6,Jul-23, Highway Engineering,Group 2:Elective(Any one),5,3,0,2,,4,70,30,25,25,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4350606.pdf
4350607,6,Jul-23, Irrigation Engineering,Group 3:Elective(Any one),5,3,0,2,,4,70,30,25,25,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4350607.pdf
4350608,6,Jul-23, Environmental Engineering and Pollution Control,Group 4:Elective(Any one),5,3,0,2,,4,70,30,25,25,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4350608.pdf
4350609,6,Jul-23, Advance Analysis of Structures,Group 5:Elective(Any one),5,3,0,2,,4,70,30,25,25,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4350609.pdf
noc24_hs173,6,Jul-24, The Science of Happiness and Wellbeing,MOPEC-02 (MOOC),5,3,0,0,,3,100,0,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/noc24_hs173.pdf
noc25_ce38,6,Jan-25, Maintenance and Repair of Concrete Structures,PEC-04(MOOC),5,4,0,0,,4,100,0,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/noc25_ce38.pdf
noc25_hs103,6,Jan-25, The Science of Happiness and Wellbeing,MOPEC-02 (MOOC),5,3,0,0,,3,100,0,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/noc25_hs103.pdf
nou25_ce05,6,Jan-25, Safety In Construction Industry,PEC-03(MOOC),5,4,0,0,,4,100,0,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/nou25_ce05.pdf
ntr24_ed44,6,Jul-24, Internet of Things: Design Concepts and Use Cases,MOPEC-02 (MOOC),5,3,0,0,,3,100,0,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/ntr24_ed44.pdf
2360601,6,Aug-11, Design of Steel Structures,,6,2,0,0,,2,70,30,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/2360601.pdf
2360602,6,Aug-11, Practice in Design of Steel Structures,,6,0,0,4,,4,0,0,20,80,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/2360602.pdf
2360603,6,Aug-11, Advanced Construction Technology,,6,2,0,0,,2,70,30,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/2360603.pdf
2360604,6,Aug-11, Advanced Construction Technology Practice,,6,0,0,2,,2,0,0,20,80,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/2360604.pdf
2360605,6,Aug-11, Project-II,,6,0,0,8,,8,0,0,20,80,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/2360605.pdf
2360606,6,Aug-11, Concrete Technology,,6,3,0,2,,5,70,30,20,30,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/2360606.pdf
2360607,6,Aug-11, Environmental Engineering,,6,3,0,0,,3,70,30,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/2360607.pdf
2360608,6,Aug-11, Environmental Engineering Practice,,6,0,0,2,,2,0,0,20,80,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/2360608.pdf
2360609,6,Aug-11, Advanced Transportation Engineering,,6,3,0,0,,3,70,30,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/2360609.pdf
2360610,6,Aug-11, Advanced Transportation Engineering Practice,,6,0,0,2,,2,0,0,20,80,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/2360610.pdf
2360611,6,Aug-11, Hydrology And Watershed Management,,6,3,0,0,,3,70,30,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/2360611.pdf
2360612,6,Aug-11, Hydrology And Watershed Management Practice,,6,0,0,2,,2,0,0,20,80,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/2360612.pdf
2360613,6,Aug-11, Advanced R.c.c. Structure,,6,3,0,0,,3,70,30,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/2360613.pdf
2360614,6,Aug-11, Advanced R.c.c. Structure Practice,,6,0,0,2,,2,0,0,20,80,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/2360614.pdf
2360615,6,Aug-11, Computer Aided Structural Analysis Design And Drafting,,6,3,0,0,,3,70,30,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/2360615.pdf
2360616,6,Aug-11, Computer Aided Structural Analysis Design And Drafting Practice,,6,0,0,2,,2,0,0,20,80,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/2360616.pdf
2360617,6,Aug-11, Computer Aided Drafting And Programming Technologies,,6,3,0,0,,3,70,30,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/2360617.pdf
2360618,6,Aug-11, Computer Aided Drafting And Programming Technologies Practice,,6,0,0,2,,2,0,0,20,80,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/2360618.pdf
3360601,6,Sep-12, Design Of Reinforced Concrete Structures,Compulsory,6,3,0,4,,7,70,30,60,40,200,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3360601.pdf
3360602,6,Sep-12, Construction Quality Control & Monitoring,Compulsory,6,3,0,2,,5,70,30,30,20,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3360602.pdf
3360603,6,Sep-12, Construction Project Management,Compulsory,6,3,0,2,,5,70,30,30,20,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3360603.pdf
3360604,6,Sep-12, Building Services,Elective,6,3,0,2,,5,70,30,30,20,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3360604.pdf
3360605,6,Sep-12, Maintenance & Rehabilation Of Structures,Elective,6,3,0,2,,5,70,30,30,20,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3360605.pdf
3360606,6,Sep-12," Railway , Harbour & Tunnel Engineering",Elective,6,3,0,2,,5,70,30,30,20,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3360606.pdf
3360607,6,Sep-12, Traffic Engineering,Elective,6,3,0,2,,5,70,30,30,20,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3360607.pdf
3360608,6,Sep-12, Pavement Design,Elective,6,3,0,2,,5,70,30,30,20,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3360608.pdf
3360609,6,Sep-12, Ground Water Engineering,Elective,6,3,0,2,,5,70,30,30,20,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3360609.pdf
3360610,6,Sep-12, Advance Hydrology,Elective,6,3,0,2,,5,70,30,30,20,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3360610.pdf
